atype,date,lead_par,url,word_count,article_text
News,2018-10-03,"Pret A Manger, the British sandwich chain that has become a mainstay of office lunches with the promise of freshly prepared food, will be adding information about allergens in its food after the death of a girl who ate a sandwich containing sesame seeds, an ingredient she was allergic to.",https://www.nytimes.com/2018/10/03/business/pret-a-manager-allergy-labels.html,741,
News,2018-10-03,"HONG KONG — The comments were couched in careful language, but the warning about China’s direction was clear.",https://www.nytimes.com/2018/10/03/business/china-economy-private-enterprise.html,1431,
News,2018-10-03,Congress approved legislation on Wednesday that reauthorizes the Federal Aviation Administration for five years.,https://www.nytimes.com/2018/10/03/business/faa-congress-reauthorization.html,756,
News,2018-10-04,"PARIS — As President Emmanuel Macron presses ahead with the most business-friendly overhaul of the French labor market in decades, his popularity with many of his countrymen has gone into a tailspin. Consumer confidence is falling. A nascent recovery is cooling off. Unemployment has been stuck above 9 percent for months.",https://www.nytimes.com/2018/10/04/business/economy/mcaron-popularity-tax-cuts-working-class.html,1255,
News,2018-10-04,Good Thursday. Want this by email? Sign up here.,https://www.nytimes.com/2018/10/04/business/dealbook/dealbook-conference-lineup.html,1760,
News,2018-10-04,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________,https://www.nytimes.com/2018/10/04/business/dealbook/smaller-mergers-banks.html,355,
News,2018-10-04,"HONG KONG — The mysterious Chinese oil company known as CEFC China raised eyebrows wherever it went. Its executives hinted at deep connections within Beijing’s halls of power as well as with China’s powerful military. Then, last year, prosecutors in the United States arrested one of its top executives, accusing him of bribery in an effort to secure oil rights in Chad and Uganda. Now, they say, he also explored businesses beyond oil: brokering arms deals in other countries and looking for ways to dodge American sanctions on Iran.",https://www.nytimes.com/2018/10/04/business/cefc-china-weapons-iran.html,1288,
News,2018-10-04,"COPENHAGEN — Danske Bank, which last month acknowledged failing to prevent suspected money laundering at its Estonian branch, has now drawn the attention of United States authorities.",https://www.nytimes.com/2018/10/04/business/danske-bank-us-investigation.html,447,
News,2018-10-04,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________,https://www.nytimes.com/2018/10/04/business/dealbook/barnes-noble-stock.html,346,
News,2018-10-04,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________,https://www.nytimes.com/2018/10/04/business/dealbook/europe-ipo.html,442,
News,2018-10-04,"Stanford University’s endowment, the world’s third largest, grew 11.3 percent in the most recent fiscal year, officials said this week.",https://www.nytimes.com/2018/10/04/business/stanford-endowment-gain.html,433,
News,2018-10-04,"Elon Musk can’t say he did anything wrong, but he can let you know how he feels about the Securities and Exchange Commission.",https://www.nytimes.com/2018/10/04/business/elon-musk-sec-tweet.html,556,
News,2018-10-05, Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________,https://www.nytimes.com/2018/10/04/business/dealbook/iran-sanctions-europe.html,1266,
News,2018-10-05,"LONDON — Unilever, the consumer products giant, has given up on plans to close its London headquarters, bowing to shareholder criticism of a move to simplify its corporate structure.",https://www.nytimes.com/2018/10/05/business/unilever-london-headquarters.html,429,
News,2018-10-05,"The unemployment rate fell to a nearly five-decade low in September, punctuating a remarkable rebound in the 10 years since the collapse of Lehman Brothers set off a global financial crisis.",https://www.nytimes.com/2018/10/05/business/economy/jobs-report.html,1446,
News,2018-10-05,"As large as it is, the building would be easy to miss. Plain, gray and near a McDonald’s, it’s part of a generic office complex surrounded by a vast parking lot in a suburb of Copenhagen. “Danish Tax Agency” is stenciled in both English and Danish on a glass front door.",https://www.nytimes.com/2018/10/05/business/denmark-skat-tax-scandal.html,3495,
News,2018-10-05,"Eileen Fisher, the woman, is not chief executive of Eileen Fisher, the company.",https://www.nytimes.com/2018/10/05/business/eileen-fisher-corner-office.html,1528,
News,2018-10-05,Good Friday. Want this by email Sign up here.,https://www.nytimes.com/2018/10/05/business/dealbook/china-chip-spying.html,1630,
News,2018-10-05,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________,https://www.nytimes.com/2018/10/05/business/dealbook/investors-cyber-risk.html,369,
News,2018-10-05,"It was a balmy August morning in Santa Monica, Calif., and the city bus barreling down Olympic Boulevard toward the Pacific Ocean was packed. High school students crowded almost every seat, sandwiched in between a handful of actors and a movie director on a ride to nowhere.",https://www.nytimes.com/2018/10/05/business/ghetto-film-school-diversity.html,2484,
News,2018-10-05,"SHANHUI, China — This village doesn’t change quickly. The ebb and flow of the planting and harvesting seasons still govern the lives of its 3,000 residents. Some rise at 3 a.m. to cook homemade tofu, a Shanhui specialty, over a coal-burning stove. Most homes remain topped by traditional Chinese tiled roofs, here crowned by carved dragon’s heads, as is local custom.",https://www.nytimes.com/2018/10/05/business/china-small-farms-urbanization.html,1213,
News,2018-10-05,"Laurie Scherrer was a workaholic sales executive when she began forgetting customers and losing her ability to perform simple math calculations. Five years ago, at age 55, she learned she has early-onset Alzheimer’s disease and frontotemporal dementia.",https://www.nytimes.com/2018/10/05/business/-active-life-diagnosis-of-dementia.html,1511,
News,2018-10-06,"In the 30 years he’s worked at Alaska Airlines, Ray Prentice has never actually heard of a miniature horse boarding one of its flights.",https://www.nytimes.com/2018/10/06/business/alaska-airlines-horses.html,793,
News,2018-10-07,HONG KONG — China is signaling that it is worried about its economy.,https://www.nytimes.com/2018/10/07/business/china-lending-trade-war.html,1071,
News,2018-10-07,Pret A Manger has acknowledged that a second customer died after an allergic reaction to food sold at the popular British sandwich chain.,https://www.nytimes.com/2018/10/07/business/uk-pret-a-manger-allergy.html,290,
News,2018-10-07,Here’s what to expect in the week ahead:,https://www.nytimes.com/2018/10/07/business/nobel-in-economics-to-be-awarded-and-big-banks-begin-reporting-earnings.html,440,
News,2018-10-07,"In the final months of President Obama’s administration, the government’s top consumer regulator was negotiating a large settlement with the student loan collector Navient, which it said had misled borrowers and made mistakes that added billions of dollars to their bills.",https://www.nytimes.com/2018/10/07/business/student-loans-navient.html,1350,
News,2018-10-07,"Qualcomm, the American chip maker, spent two years hammering out a $44 billion deal to acquire a Dutch semiconductor manufacturer. Then, as the trade war with the United States erupted, Chinese regulators effectively killed it.",https://www.nytimes.com/2018/10/07/business/china-trade-deals-retaliate.html,1047,
